ident,category,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
VA43,small_airport,Balcony Downs Airstrip,37.6473999,-79.42479706,820,NA,US,US-VA,Glasgow,VA43,,VA43
VA44,small_airport,Rose Retreat Farm Airport,37.71680069,-77.8839035,250,NA,US,US-VA,Goochland,VA44,,VA44
VA45,small_airport,Lous Airport,38.12789917,-78.16359711,480,NA,US,US-VA,Gordonsville,VA45,,VA45
VA46,small_airport,Timber Ridge Airpark,39.2961998,-78.36219788,1024,NA,US,US-VA,Gore,VA46,,VA46
VA48,seaplane_base,Lockerman Seaplane Base,37.03820038,-79.59609985,795,NA,US,US-VA,Gretna,VA48,,VA48
VA49,small_airport,Robertson Airport,37.70539856,-77.37249756,193,NA,US,US-VA,Hanover,VA49,,VA49
VA50,small_airport,Woods Farm Airstrip,37.71509933,-77.30249786,57,NA,US,US-VA,Hanover,VA50,,VA50
VA52,small_airport,Frank Field,38.48509979,-78.94529724,1650,NA,US,US-VA,Harrisonburg,VA52,,VA52
VA54,heliport,Crippen's Heliport,38.9762001,-77.3266983,350,NA,US,US-VA,Reston,VA54,,VA54
VA55,heliport,Summit Heliport,37.36489868,-79.90059662,1280,NA,US,US-VA,Roanoke,VA55,,VA55
VA56,small_airport,Wells Airport,37.00350189,-76.82749939,88,NA,US,US-VA,Ivor,VA56,,VA56
VA57,small_airport,Powhatan Airport,38.24850082,-77.21910095,60,NA,US,US-VA,King George,VA57,,VA57
VA58,small_airport,River Bend Airport,38.90610123,-78.44439697,606,NA,US,US-VA,Maurertown,VA58,,VA58
VA59,small_airport,Weatherly & Son Airport,36.63570023,-76.1516037,10,NA,US,US-VA,Chesapeake,VA59,,VA59
VA60,balloonport,Flying Horse Farm Balloonport,39.05149841,-77.77749634,450,NA,US,US-VA,Unison,VA60,,VA60
VA61,small_airport,Scott Airpark,39.26399994,-77.65720367,529,NA,US,US-VA,Lovettsville,VA61,,VA61
VA62,small_airport,The Grass Patch Airport,39.25930023,-77.65720367,530,NA,US,US-VA,Lovettsville,VA62,,VA62
VA63,small_airport,Twin River Airport,37.67959976,-79.42030334,720,NA,US,US-VA,Glasgow,VA63,,VA63
VA64,small_airport,Hill Top Airport,37.41600037,-77.9539032,254,NA,US,US-VA,Amelia,VA64,,VA64
VA65,small_airport,Ivy Hill Airport,37.39459991,-79.32479858,920,NA,US,US-VA,Lynchburg,VA65,,VA65
VA66,small_airport,Breeden Airport,38.60760117,-77.56939697,210,NA,US,US-VA,Catlett,VA66,,VA66
VA67,small_airport,Homeland Airport,38.57009888,-77.93499756,404,NA,US,US-VA,Culpeper,VA67,,VA67
VA68,small_airport,Lakeview Aerodrome,37.11880112,-79.60279846,1020,NA,US,US-VA,Moneta,VA68,,VA68
VA69,heliport,Armada/Hoffler Business Center Heliport,36.78879929,-76.2263031,20,NA,US,US-VA,Chesapeake,VA69,,VA69
VA70,heliport,Riverside Walter Reed Hospital Heliport,37.42179871,-76.54299927,75,NA,US,US-VA,Gloucester,VA70,,VA70
VA71,small_airport,Aden Field,38.64849854,-77.53279877,210,NA,US,US-VA,Manassas,VA71,,VA71
VA72,small_airport,Covington Airport,36.60010147,-80.03869629,940,NA,US,US-VA,Martinsville,VA72,,VA72
VA73,small_airport,Mazza Airport,37.24459839,-77.49420166,190,NA,US,US-VA,Matoaca,VA73,,VA73
VA75,small_airport,Smith Field,38.30260086,-79.50810242,2020,NA,US,US-VA,Mc Dowell,VA75,,VA75
VA76,small_airport,Baskerville Airport,36.98759842,-77.771698,250,NA,US,US-VA,Mc Kenney,VA76,,VA76
VA77,small_airport,Hanover Air Park,37.69400024,-77.37689972,196,NA,US,US-VA,Mechanicsville,VA77,,VA77
VA78,heliport,White Oak Farm Heliport,37.07155228,-76.87446594,91,NA,US,US-VA,Surry,VA78,,VA78
VA79,small_airport,Hickory Tree Farm Airport,38.95289993,-77.74690247,544,NA,US,US-VA,Middleburg,VA79,,VA79
VA80,small_airport,Woodle Airport,37.47880173,-77.70189667,315,NA,US,US-VA,Midlothian,VA80,,VA80
VA81,small_airport,Cub Field,37.94540024,-77.8993988,396,NA,US,US-VA,Mineral,VA81,,VA81
VA82,heliport,Mount Vernon Hospital Heliport,38.74039841,-77.07720184,35,NA,US,US-VA,Alexandria,VA82,,VA82
VA83,small_airport,Fincastle Airport,37.5223999,-79.85199738,1140,NA,US,US-VA,Fincastle,VA83,,VA83
VA84,heliport,Point Farm Heliport,37.30989838,-76.01580048,5,NA,US,US-VA,Cape Charles,VA84,,VA84
VA85,small_airport,New Castle International Airport,37.48350143,-80.09980011,1320,NA,US,US-VA,New Castle,VA85,,VA85
VA86,small_airport,Buddy Davis Field,38.68930054,-78.70639801,1042,NA,US,US-VA,New Market,VA86,,VA86
VA87,small_airport,Valley View Airport,38.69179916,-77.55110168,240,NA,US,US-VA,Nokesville,VA87,,VA87
VA88,heliport,Sentara Norfolk General Hospital Heliport,36.86130142,-76.3035965,10,NA,US,US-VA,Norfolk,VA88,,VA88
VA89,small_airport,Chance Airport,37.5646019,-75.92630005,6,NA,US,US-VA,Davis Wharf,VA89,,VA89
VA90,small_airport,Hudgins Farm Ultralightport,37.49679947,-76.41359711,43,NA,US,US-VA,Cobbs Creek,VA90,,VA90
VA91,small_airport,Johnson Field,37.70489883,-75.72660065,38,NA,US,US-VA,Onancock,VA91,,VA91
VA92,small_airport,Peace and Plenty Farm Airport,37.72240067,-75.78579712,8,NA,US,US-VA,Onancock,VA92,,VA92
VA93,small_airport,Ayers Airport,38.90510178,-78.65470123,1340,NA,US,US-VA,Columbia Furnace,VA93,,VA93
VA94,small_airport,Plainview Airport,37.53570175,-77.8914032,400,NA,US,US-VA,Powhatan,VA94,,VA94
VA95,small_airport,Spring Valley Airport,37.5970993,-77.8003006,275,NA,US,US-VA,Powhatan,VA95,,VA95
VA96,small_airport,Faber Airport,37.82540131,-78.73169708,640,NA,US,US-VA,Lovingston,VA96,,VA96
VA97,small_airport,Harris Airport,38.91260147,-77.88169861,566,NA,US,US-VA,Rectortown,VA97,,VA97
VA98,small_airport,Reedville Airport,37.82820129,-76.27330017,12,NA,US,US-VA,Reedville,VA98,,VA98
VA99,small_airport,Federhart-Ophelia STOLport,37.90599823,-76.29049683,13,NA,US,US-VA,Reedville,VA99,,VA99
VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.07719994,72.63469696,189,AS,IN,IN-GJ,Ahmedabad,VAAH,AMD,
VAAK,medium_airport,Akola Airport,20.6989994,77.05860138,999,AS,IN,IN-MM,,VAAK,AKD,
VAAU,medium_airport,Aurangabad Airport,19.86269951,75.39810181,1911,AS,IN,IN-MM,Aurangabad,VAAU,IXU,
VABB,large_airport,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,39,AS,IN,IN-MM,Mumbai,VABB,BOM,
VABI,medium_airport,Bilaspur Airport,21.98839951,82.11100006,899,AS,IN,IN-CT,,VABI,PAB,
VABJ,medium_airport,Bhuj Airport,23.28779984,69.67019653,268,AS,IN,IN-GJ,Bhuj,VABJ,BHJ,
VABM,medium_airport,Belgaum Airport,15.85929966,74.61830139,2487,AS,IN,IN-KA,Belgaum,VOBM,IXG,
VABO,medium_airport,Vadodara Airport,22.33620071,73.2263031,129,AS,IN,IN-GJ,Vadodara,VABO,BDQ,
VABP,medium_airport,Raja Bhoj International Airport,23.28750038,77.33740234,1711,AS,IN,IN-MP,Bhopal,VABP,BHO,
VABV,medium_airport,Bhavnagar Airport,21.75219917,72.18520355,44,AS,IN,IN-GJ,Bhavnagar,VABV,BHU,
VADN,medium_airport,Daman Airport,20.43440056,72.84320068,33,AS,IN,IN-DD,,VADN,NMB,
VADS,small_airport,Deesa Airport,24.26790047,72.20439911,485,AS,IN,IN-GJ,,VADS,,
VAGN,medium_airport,Guna Airport,24.65469933,77.34729767,1600,AS,IN,IN-MP,,VAGN,GUX,
VAGO,large_airport,Dabolim Airport,15.38080025,73.83139801,150,AS,IN,IN-GA,Vasco da Gama,VOGO,GOI,
VAHB,medium_airport,Hubli Airport,15.36170006,75.0848999,2171,AS,IN,IN-KA,Hubli,VOHB,HBX,
VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,1850,AS,IN,IN-MP,Indore,VAID,IDR,
VAJB,medium_airport,Jabalpur Airport,23.17779922,80.05200195,1624,AS,IN,IN-MP,,VAJB,JLR,
VAJJ,small_airport,Juhu Aerodrome,19.09810066,72.834198,13,AS,IN,IN-MM,Mumbai,VAJJ,,
VAJM,medium_airport,Jamnagar Airport,22.46549988,70.01260376,69,AS,IN,IN-GJ,Jamnagar,VAJM,JGA,
VAKE,medium_airport,Kandla Airport,23.11269951,70.10030365,96,AS,IN,IN-GJ,Kandla,VAKE,IXY,
VAKJ,medium_airport,Khajuraho Airport,24.81719971,79.91860199,728,AS,IN,IN-MP,Khajuraho,VAKJ,HJR,
VAKP,medium_airport,Kolhapur Airport,16.66469955,74.28939819,1996,AS,IN,IN-MM,,VAKP,KLH,
VAKS,medium_airport,Keshod Airport,21.31710052,70.270401,167,AS,IN,IN-GJ,,VAKS,IXK,
VAND,medium_airport,Nanded Airport,19.18330002,77.3167038,1250,AS,IN,IN-MM,Nanded,VAND,NDC,
VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.09219933,79.04720306,1033,AS,IN,IN-MM,Naqpur,VANP,NAG,
VANR,medium_airport,Gandhinagar Airport,19.96369934,73.80760193,1959,AS,IN,IN-MM,Nashik,VANR,ISK,
VAOZ,small_airport,Ozar Air Force Station,20.11910057,73.91290283,1900,AS,IN,IN-MM,Nasik,VAOZ,,
VAPO,medium_airport,Pune Airport,18.58209991,73.91970062,1942,AS,IN,IN-MM,Pune,VAPO,PNQ,
VAPR,medium_airport,Porbandar Airport,21.64870071,69.65720367,23,AS,IN,IN-GJ,Porbandar,VAPR,PBD,
VARG,medium_airport,Ratnagiri Airport,17.0135994,73.32779694,305,AS,IN,IN-MM,,VARG,RTC,
VARK,medium_airport,Rajkot Airport,22.30920029,70.77950287,441,AS,IN,IN-GJ,Rajkot,VARK,RAJ,
VARP,small_airport,Raipur Airport,21.18040085,81.73880005,1041,AS,IN,IN-CT,Raipur,VARP,RPR,
VASL,medium_airport,Solapur Airport,17.62800026,75.93479919,1584,AS,IN,IN-MM,Solapur,VASL,SSE,
VASU,medium_airport,Surat Airport,21.1140995,72.7417984,16,AS,IN,IN-GJ,,VASU,STV,
VAUD,medium_airport,Maharana Pratap Airport,24.61770058,73.89610291,1684,AS,IN,IN-RJ,Udaipur,VAUD,UDR,
VBW,small_airport,Bridgewater Air Park,38.36669922,-78.96029663,1165,NA,US,US-VA,Bridgewater,VBW,,VBW
VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759907,79.88410187,30,AS,LK,LK-1,Colombo,VCBI,CMB,
VCCA,medium_airport,Anuradhapura Air Force Base,8.30148983,80.42790222,324,AS,LK,LK-7,Anuradhapura,VCCA,ACJ,
VCCB,medium_airport,Batticaloa Airport,7.705760002,81.67880249,20,AS,LK,LK-5,Batticaloa,VCCB,BTC,
VCCC,medium_airport,Colombo Ratmalana Airport,6.821990013,79.88619995,22,AS,LK,LK-1,Colombo,VCCC,RML,
VCCG,medium_airport,Ampara Airport,7.33776,81.62594,150,AS,LK,LK-5,Ampara,VCCG,ADP,
VCCH,medium_airport,Hingurakgoda Air Force Base,8.04981041,80.98139954,170,AS,LK,LK-7,Polonnaruwa Town,VCCH,MNH,
VCCJ,medium_airport,Kankesanturai Airport,9.792329788,80.07009888,33,AS,LK,LK-4,Jaffna,VCCJ,JAF,
VCCK,medium_airport,Koggala Airport,5.99368,80.32029724,10,AS,LK,LK-3,Galle,VCCK,KCT,
VCCN,small_airport,Katukurunda Air Force Base,6.552120209,79.97750092,10,AS,LK,LK-1,Kalutara,VCCN,KTY,VC14
VCCS,small_airport,Sigiriya Air Force Base,7.956669807,80.72850037,630,AS,LK,LK-2,Sigiriya,VCCS,GIU,
VCCT,medium_airport,China Bay Airport,8.538510323,81.18190002,6,AS,LK,LK-5,Trincomalee,VCCT,TRR,
VCCV,small_airport,Vavuniya Airport,8.741390228,80.49739838,299,AS,LK,LK-4,Vavuniya,VCCV,,
VCCW,small_airport,Weerawila Airport,6.254489899,81.23519897,50,AS,LK,LK-3,Weerawila,VCCW,WRZ,
VCRI,large_airport,Mattala Rajapaksa International Airport,6.284467,81.124128,0,AS,LK,LK-3,,VCRI,HRI,
VDBG,medium_airport,Battambang Airport,13.09560013,103.223999,59,AS,KH,KH-2,Battambang,VDBG,BBM,
VDKC,small_airport,Kompong Cham Airport,12.03299999,105.4329987,148,AS,KH,KH-3,Kompong Cham,VDKC,,
VDKH,medium_airport,Kampong Chhnang Airport,12.25520039,104.564003,56,AS,KH,KH-4,Kampong Chhnang,VDKH,KZC,
VDKK,small_airport,Kaoh Kong Airport,11.61339712,102.9970837,0,AS,KH,KH-9,Kaoh Kong,VDKK,KKZ,
VDKT,small_airport,Kratie Airport,12.48799992,106.0550003,0,AS,KH,KH-10,Kratie,VDKT,KTI,
VDMK,small_airport,Mondulkiri Airport,12.46364791,107.187252,0,AS,KH,KH-11,Sen Monorom,VDMK,,
VDPP,large_airport,Phnom Penh International Airport,11.54660034,104.8440018,40,AS,KH,KH-8,Phnom Penh,VDPP,PNH,
VDRK,medium_airport,Ratanakiri Airport,13.72999954,106.9869995,0,AS,KH,KH-16,Ratanakiri,VDRK,RBE,
VDSR,large_airport,Siem Reap International Airport,13.41069984,103.8130035,60,AS,KH,KH-17,Siem Reap,VDSR,REP,
VDST,medium_airport,Stung Treng Airport,13.53190041,106.0149994,203,AS,KH,KH-19,Stung Treng,VDST,TNX,
VDSV,small_airport,Sihanoukville International Airport,10.57970047,103.637001,33,AS,KH,KH-18,Sihanukville,VDSV,KOS,
VDSY,small_airport,Krakor Airport,12.5385,104.1486,62,AS,KH,KH-15,Krakor,VDSY,KZD,
VE-0001,small_airport,AcaÌ±ana Airport,3.233333111,-65.94999695,418,SA,VE,VE-Z,,,,
VE-0002,heliport,AcaÌ±ana Heliport,3.233333111,-65.94999695,460,SA,VE,VE-Z,,,,
VE-0003,heliport,Acarigua  Heliport,9.538332939,-69.23000336,705,SA,VE,VE-P,Acarigua,,,
VE-0004,heliport,Accro  Heliport,9.579999924,-63.63516617,643,SA,VE,VE-N,,,,
VE-0005,heliport,Aeroatun  Heliport,10.47166729,-64.18499756,11,SA,VE,VE-R,CumanÌÁ,,,
VE-0006,heliport,Aeroservicios Ranger  Heliport,7.300556183,-61.50138855,525,SA,VE,VE-F,Tumeremo,,,
VE-0007,heliport,AerotÌ©cnica  Heliport,9.53666687,-69.22499847,720,SA,VE,VE-P,Acarigua,,,
VE-0008,small_airport,Agropecuaria Cuajarote Airport,9.258333206,-67.55833435,400,SA,VE,VE-J,,,,
VE-0009,heliport,Aguasay  Heliport,9.421667099,-63.73833466,634,SA,VE,VE-N,Aguasay,,,
VE-0010,heliport,Alto Ipare  Heliport,9.871666908,-66.30833435,1278,SA,VE,VE-J,Altagracia de Orituco,,,
VE-0011,heliport,Araguay Mujo  Heliport,9.933333397,-63.5,757,SA,VE,VE-N,Aragua de MaturÌ_n,,,
VE-0012,small_airport,Arekuna Airport,6.483333111,-62.89166641,1192,SA,VE,VE-F,Canaima,,,
VE-0013,heliport,Aripao  Heliport,7.039166927,-65.16750336,259,SA,VE,VE-F,,,,
VE-0014,small_airport,Arismendi Airport,8.484167099,-68.36694336,225,SA,VE,VE-E,Arismendi,,,
VE-0015,small_airport,Asisa (Alto Asisa) AirpÌ_rt,4.468889236,-65.76916504,786,SA,VE,VE-Z,,,,
VE-0016,small_airport,Asita Airport,5.199999809,-65.58333588,690,SA,VE,VE-Z,,,,
VE-0017,heliport,Avila  Heliport,10.48133278,-66.70649719,1808,SA,VE,VE-M,Caracas,,,
VE-0018,heliport,Balgres  Heliport,10.15250015,-66.74716949,600,SA,VE,VE-M,,,,
VE-0019,heliport,Bancomara  Heliport,10.65833282,-71.61000061,158,SA,VE,VE-V,Maracaibo,,,
VE-0020,heliport,Barrancas  Heliport,8.699999809,-62.20500183,42,SA,VE,VE-N,Barrancas,,,
VE-0021,small_airport,Belen Airport,3.746666908,-65.76333618,577,SA,VE,VE-Z,Culebra,,,
VE-0022,heliport,Boca de Uracoa  Heliport,9.121832848,-62.32350159,8,SA,VE,VE-N,Boca de Uracoa,,,
VE-0023,small_airport,Buena Vista del CaÌ±o Airport,3.5,-65.33333588,680,SA,VE,VE-Z,,,,
VE-0024,heliport,Buena Vista Heliport,9.356833458,-64.51882935,524,SA,VE,VE-B,,,,
VE-0025,heliport,Buja  Heliport,9.583333015,-62.65499878,43,SA,VE,VE-N,San JosÌ© de Buja,,,
VE-0026,heliport,Cabimas Hilton  Heliport,10.46666718,-71.44999695,120,SA,VE,VE-V,Las MÌ_curas,,,
VE-0027,small_airport,Cabuya Airport,4.06666708,-66.8666687,358,SA,VE,VE-Z,,,,
VE-0028,small_airport,Cacuri Airport,4.821667194,-65.33999634,857,SA,VE,VE-Z,,,,
VE-0029,small_airport,Cacurito Airport,6.050000191,-66.90000153,814,SA,VE,VE-F,,,,
VE-0030,heliport,Caicara de MaturÌ_n  Heliport,9.806667328,-63.60499954,550,SA,VE,VE-N,Caicara de MaturÌ_n,,,
VE-0031,small_airport,Camani Airport,5.108333111,-66.2583313,370,SA,VE,VE-Z,,,,
VE-0032,small_airport,Camatagua Airport,9.811459541,-66.89279938,881,SA,VE,VE-D,Camatagua,,,
VE-0033,small_airport,Campo de Palma Airport,8.620490074,-72.22599792,87,SA,VE,VE-V,,,,
VE-0034,small_airport,CaÌ±o Iguana Sur Airport,5.050000191,-65.6166687,518,SA,VE,VE-Z,,,,
VE-0035,small_airport,CaÌ±o Santo Airport,5.550000191,-66.25,730,SA,VE,VE-Z,,,,
VE-0036,heliport,CapitÌÁn Alfredo Sierra  Heliport,10.11833286,-71.23833466,21,SA,VE,VE-V,Lagunillas,,,
VE-0037,heliport,Capure  Heliport,9.966667175,-62.15000153,16,SA,VE,VE-Y,,,,
VE-0038,heliport,Caribe (SimÌ_n BolÌ_var Internacional)  Heliport,10.59833336,-66.99666595,316,SA,VE,VE-X,Caracas,,,
VE-0039,heliport,Caripe  Heliport,10.15555573,-63.5,4255,SA,VE,VE-N,Caripe,,,
VE-0040,heliport,Caripito  Heliport,10.10620022,-63.09740067,137,SA,VE,VE-N,Caripiro,,,
VE-0041,small_airport,Carona Airport,4.599999905,-63.93333435,1169,SA,VE,VE-F,SimaraÌ±a,,,
VE-0042,small_airport,Cayoateri (Coyowateli) Airport,2.421519995,-64.29730225,812,SA,VE,VE-Z,,,,
VE-0043,small_airport,Ceibana Airport,9.406339645,-71.03829956,41,SA,VE,VE-T,,,,
VE-0044,heliport,Centro Lago I  Heliport,9.873332977,-71.45500183,33,SA,VE,VE-V,,,,
VE-0045,heliport,Centro Miranda  Heliport,10.6483326,-71.62999725,138,SA,VE,VE-V,Maracaibo,,,
VE-0046,small_airport,Cerro BolÌ_var Airport,7.5,-63.40000153,492,SA,VE,VE-F,,,,
VE-0047,heliport,Cerro El Divorcio  Heliport,10.09166718,-63.80699921,4930,SA,VE,VE-N,Cerro El Divorcio,,,
VE-0048,heliport,Cerro El Escondido  Heliport,10.41933346,-63.27299881,865,SA,VE,VE-R,Buena Esperanza,,,
VE-0049,heliport,Cerro Negro  Heliport,10.21333313,-63.57166672,5133,SA,VE,VE-N,Cerro Negro,,,
VE-0050,small_airport,ChajuraÌ±a Airport,5.148333073,-64.84833527,1114,SA,VE,VE-F,,,,
VE-0051,small_airport,Chaparalito Airport,6.58833313,-68.28666687,224,SA,VE,VE-C,,,,
VE-0052,small_airport,Chivapure Airport,6.033332825,-66.26667023,1154,SA,VE,VE-F,,,,
VE-0053,small_airport,Chorobobo Airport,10.03333282,-69.25,1467,SA,VE,VE-K,,,,
VE-0054,heliport,ClÌ_nica Avila Heliport,10.51650047,-66.8660965,3106,SA,VE,VE-A,Chacao,,,
VE-0055,heliport,CorporaciÌ_n Venezolana de TelevisiÌ_n  Heliport,10.50010014,-66.86779785,3020,SA,VE,VE-M,La Carlota,,,
VE-0056,small_airport,Coshiloateri Airport,3.083333015,-65.81500244,450,SA,VE,VE-Z,,,,
VE-0057,small_airport,El Carmen Airport,6.150000095,-67.06666565,213,SA,VE,VE-F,,,,
VE-0058,small_airport,El Cedral Airport,7.431666851,-69.32666779,285,SA,VE,VE-C,Apure,,,
VE-0059,small_airport,El Diamante Airport,6.434721947,-65.8188858,948,SA,VE,VE-F,,,,
VE-0060,heliport,El Encantado  Heliport,10.45199966,-66.7947998,328,SA,VE,VE-M,El Encantado,,,
VE-0061,small_airport,El Millanero Airport,8.316666603,-67.11166382,192,SA,VE,VE-J,,,,
VE-0062,small_airport,El SamÌÁn de Barinas Airport,8.543333054,-70.16666412,510,SA,VE,VE-E,,,,
VE-0063,small_airport,El SamÌÁn de GuÌÁrico Airport,8.824999809,-67.01833344,334,SA,VE,VE-J,,,,
VE-0064,heliport,Ensco III  Heliport,10.0466671,-71.58666992,10,SA,VE,VE-V,,,,
VE-0065,heliport,Ensco IV Heliport,9.585832596,-71.46694183,0,SA,VE,VE-V,,,,
VE-0066,heliport,Ensco VI  Heliport,9.598210335,-66.13559723,10,SA,VE,VE-J,,,,
VE-0067,small_airport,Entrerios Airport,5.958333015,-64.43333435,921,SA,VE,VE-F,,,,
VE-0068,small_airport,Erebastina Airport,5.133333206,-64.84999847,1250,SA,VE,VE-F,,,,
VE-0069,heliport,Evhelca  Heliport,10.47166729,-64.19000244,35,SA,VE,VE-R,CumanÌÁ,,,
VE-0070,heliport,Florida  Heliport,10.48333263,-66.75,3154,SA,VE,VE-M,,,,
VE-0071,heliport,Florida Hill  Heliport,10.47509956,-66.76989746,3500,SA,VE,VE-M,,,,
VE-0072,heliport,Fumyteca  Heliport,10.15833282,-68.93166351,787,SA,VE,VE-U,,,,
VE-0073,heliport,GalÌÁctica  Heliport,10.47999954,-66.64833069,1345,SA,VE,VE-M,El Cercado,,,
VE-0074,heliport,Gaston  Heliport,10.39999962,-67.0083313,3500,SA,VE,VE-M,,,,
VE-0075,small_airport,Guanarito Airport,8.673333168,-69.18499756,304,SA,VE,VE-P,,,,
VE-0076,small_airport,Guanay Airport,5.68280983,-66.35800171,501,SA,VE,VE-Z,,,,
VE-0077,small_airport,Guaviarito Airport,5.633333206,-66.21666718,1140,SA,VE,VE-Z,,,,
VE-0078,heliport,Guiniquina Heliport,9.191944122,-61.0913887,53,SA,VE,VE-Y,,,,
VE-0079,small_airport,Hacienda Bella Vista Airport,8.050000191,-69.84999847,266,SA,VE,VE-E,,,,
VE-0080,small_airport,Hacienda El Oasis Airport,8.376270294,-69.97840118,356,SA,VE,VE-E,La Palmita,,,
VE-0081,small_airport,Hato Aguaro Airport,8.116666794,-66.58333588,159,SA,VE,VE-J,,,,
VE-0082,small_airport,Hato El Cujicito Airport,8.966667175,-67.80000305,245,SA,VE,VE-J,,,,
VE-0083,small_airport,Hato El Gallo de Oro Airport,8.840000153,-63.6016655,565,SA,VE,VE-B,,,,
VE-0084,small_airport,Hato El SamÌÁn Airport,8.805000305,-67.13166809,325,SA,VE,VE-J,,,,
VE-0085,small_airport,Hato El Socorro Airport,8.991666794,-68.22499847,388,SA,VE,VE-H,El Socorro,,,
VE-0086,small_airport,Hato Guaribe Airport,9.83833313,-63.57333374,727,SA,VE,VE-N,,,,
VE-0087,small_airport,Hato Los Pozos Airport,9.635000229,-65.80332947,665,SA,VE,VE-J,,,,
VE-0088,small_airport,Hato Rancho Novillero Airport,8.784999847,-63.73833466,631,SA,VE,VE-B,,,,
VE-0089,small_airport,Hato San Antonio Airport,9.050000191,-67.65000153,294,SA,VE,VE-J,,,,
VE-0090,small_airport,Hato San Francisco Airport,7.668333054,-69.32499695,623,SA,VE,VE-C,,,,
VE-0091,small_airport,Hato San Leonardo Airport,6.989999771,-68.26166534,511,SA,VE,VE-C,,,,
VE-0092,small_airport,Hato Servio Tulio Airport,8.704999924,-64.62000275,520,SA,VE,VE-B,Las Matas,,,
VE-0093,small_airport,Hato Yavi Airport,5.589670181,-65.86070251,415,SA,VE,VE-Z,,,,
VE-0094,heliport,Heliyasa  Heliport,10.11666679,-69.08333588,1017,SA,VE,VE-U,La Piedra,,,
VE-0095,heliport,Isla de Tigre  Heliport,9.569999695,-62.43669891,20,SA,VE,VE-Y,Isla de Tigre,,ELX,
VE-0096,small_airport,Isla RatÌ_n Airport,5.050278187,-67.8172226,302,SA,VE,VE-Z,,,,
VE-0097,heliport,Jose  Heliport,10.06989956,-64.86789703,40,SA,VE,VE-B,El JosÌ©,,,
VE-0098,small_airport,Juan Mateo Airport,7.431666851,-68.13666534,192,SA,VE,VE-C,Juan Mateo,,,
VE-0099,small_airport,Junglaven Airport,5.050000191,-66.23332977,404,SA,VE,VE-Z,,,,
VE-0100,small_airport,Kanarakuni Norte Airport,4.43333292,-64.1333313,1374,SA,VE,VE-F,,,,
VE-0101,small_airport,Kanarakuni Sur Airport,4.416666985,-64.1166687,1503,SA,VE,VE-F,,,,
VE-0102,small_airport,Kanaripo Airport,4.06666708,-66.94999695,302,SA,VE,VE-Z,,,,
VE-0103,small_airport,Kavac Airport,5.715000153,-62.4066658,1600,SA,VE,VE-F,,,,
VE-0104,small_airport,La BendiciÌ_n Ramera Airport,7.483333111,-68.90000153,236,SA,VE,VE-C,,,,
VE-0105,small_airport,La Cantara Airport,8.716667175,-69.2416687,297,SA,VE,VE-P,,,,
VE-0106,heliport,La ConcepciÌ_n  Heliport,10.61833286,-71.81833649,259,SA,VE,VE-V,La ConcepciÌ_n,,,
VE-0107,small_airport,La Esmeralda Airport,3.166666985,-65.53333282,375,SA,VE,VE-Z,,,,
VE-0108,heliport,La Ladera Heliport,9.290833473,-62.28833389,17,SA,VE,VE-Y,,,,
VE-0109,small_airport,La Tortuga Punta Arena Airport,10.92669964,-65.4088974,3,SA,VE,VE-O,Isla La Tortuga,,,
VE-0110,small_airport,La Trinidad De Amazonas Airport,5.099999905,-65.93333435,441,SA,VE,VE-Z,,,,
VE-0111,small_airport,La Yegua Airport,8.731666565,-68.47000122,213,SA,VE,VE-H,,,,
VE-0112,heliport,Lago Guanoco  Heliport,10.19999981,-62.8666687,9,SA,VE,VE-R,GuariquÌ©n,,,
VE-0113,heliport,Lagunillas  Heliport,10.13333321,-71.25,2469,SA,VE,VE-V,Lagunillas,,,
VE-0114,small_airport,Lagunillas Airport,10.1239996,-71.23799896,2469,SA,VE,VE-V,Lagunillas,,LGY,
VE-0115,heliport,Lamargas  Heliport,9.659999847,-71.64499664,46,SA,VE,VE-V,,,,
VE-0116,small_airport,Las Carmelitas de Apure Airport,7.211667061,-69.84999847,426,SA,VE,VE-C,,,,
VE-0117,small_airport,Las Mercedes Capanaparo Airport,6.966667175,-67.26667023,160,SA,VE,VE-C,,,,
VE-0118,heliport,Loma Azul  Heliport,10.59166718,-67.0633316,181,SA,VE,VE-X,Mamo,,,
VE-0119,small_airport,Los Caballos Airport,9.311667442,-68.16333008,290,SA,VE,VE-H,Los Caballos,,,
VE-0120,small_airport,Luisa Airport,9.616666794,-68.40000153,407,SA,VE,VE-H,,,,
VE-0121,small_airport,Macagua Airport,8.276666641,-62.3983345,1952,SA,VE,VE-F,,,,
VE-0122,small_airport,Majagua Airport,5.466667175,-65.91666412,416,SA,VE,VE-Z,,,,
VE-0123,small_airport,Majawa Airport,5.133333206,-65.03333282,1938,SA,VE,VE-Z,,,,
VE-0124,small_airport,Majawana Airport,5.233333111,-64.90000153,2042,SA,VE,VE-F,,,,
